,date,cap,state,Confirmed,Deaths
508,2020-05-27,5000,Goa,243.0,0.0
509,2020-05-28,5000,Goa,353.0,0.0
510,2020-05-29,5000,Goa,507.0,0.0
511,2020-05-30,5000,Goa,716.0,0.0
512,2020-05-31,5000,Goa,993.0,0.0
513,2020-05-13,5000,Assam,3.0,0.0
514,2020-05-14,5000,Assam,7.0,0.0
515,2020-05-15,5000,Assam,8.0,0.0
516,2020-05-16,5000,Assam,6.0,0.0
517,2020-05-17,5000,Assam,5.0,0.0
518,2020-05-18,5000,Assam,6.0,-0.0
519,2020-05-19,5000,Assam,6.0,-0.0
520,2020-05-20,5000,Assam,6.0,-0.0
521,2020-05-21,5000,Assam,10.0,-0.0
522,2020-05-22,5000,Assam,11.0,-0.0
523,2020-05-23,5000,Assam,9.0,0.0
524,2020-05-24,5000,Assam,9.0,0.0
525,2020-05-25,5000,Assam,10.0,-0.0
526,2020-05-26,5000,Assam,10.0,-0.0
527,2020-05-27,5000,Assam,11.0,-0.0
528,2020-05-28,5000,Assam,15.0,-0.0
529,2020-05-29,5000,Assam,16.0,-0.0
530,2020-05-30,5000,Assam,15.0,0.0
531,2020-05-31,5000,Assam,15.0,0.0
532,2020-05-13,5000,Jharkhand,8.0,-0.0
533,2020-05-14,5000,Jharkhand,7.0,-0.0
534,2020-05-15,5000,Jharkhand,10.0,0.0
535,2020-05-16,5000,Jharkhand,7.0,-0.0
536,2020-05-17,5000,Jharkhand,11.0,0.0
537,2020-05-18,5000,Jharkhand,7.0,0.0
538,2020-05-19,5000,Jharkhand,6.0,-0.0
539,2020-05-20,5000,Jharkhand,8.0,-0.0
540,2020-05-21,5000,Jharkhand,8.0,-0.0
541,2020-05-22,5000,Jharkhand,11.0,0.0
542,2020-05-23,5000,Jharkhand,7.0,-0.0
543,2020-05-24,5000,Jharkhand,12.0,0.0
544,2020-05-25,5000,Jharkhand,8.0,0.0
545,2020-05-26,5000,Jharkhand,7.0,-0.0
546,2020-05-27,5000,Jharkhand,9.0,-0.0
547,2020-05-28,5000,Jharkhand,8.0,-0.0
548,2020-05-29,5000,Jharkhand,11.0,0.0
549,2020-05-30,5000,Jharkhand,7.0,-0.0
550,2020-05-31,5000,Jharkhand,12.0,0.0
551,2020-05-13,5000,Arunachal Pradesh,0.0,0.0
552,2020-05-14,5000,Arunachal Pradesh,0.0,0.0
553,2020-05-15,5000,Arunachal Pradesh,0.0,0.0
554,2020-05-16,5000,Arunachal Pradesh,-0.0,-0.0
555,2020-05-17,5000,Arunachal Pradesh,-0.0,-0.0
556,2020-05-18,5000,Arunachal Pradesh,0.0,0.0
557,2020-05-19,5000,Arunachal Pradesh,0.0,-0.0
558,2020-05-20,5000,Arunachal Pradesh,0.0,0.0
559,2020-05-21,5000,Arunachal Pradesh,0.0,0.0
560,2020-05-22,5000,Arunachal Pradesh,0.0,0.0
561,2020-05-23,5000,Arunachal Pradesh,-0.0,-0.0
562,2020-05-24,5000,Arunachal Pradesh,-0.0,-0.0
563,2020-05-25,5000,Arunachal Pradesh,0.0,0.0
564,2020-05-26,5000,Arunachal Pradesh,0.0,-0.0
565,2020-05-27,5000,Arunachal Pradesh,0.0,0.0
566,2020-05-28,5000,Arunachal Pradesh,0.0,0.0
567,2020-05-29,5000,Arunachal Pradesh,0.0,0.0
568,2020-05-30,5000,Arunachal Pradesh,-0.0,-0.0
569,2020-05-31,5000,Arunachal Pradesh,-0.0,-0.0
570,2020-05-13,5000,Tripura,4.0,0.0
571,2020-05-14,5000,Tripura,1.0,0.0
572,2020-05-15,5000,Tripura,2.0,0.0
573,2020-05-16,5000,Tripura,0.0,0.0
574,2020-05-17,5000,Tripura,2.0,0.0
575,2020-05-18,5000,Tripura,2.0,0.0
576,2020-05-19,5000,Tripura,-1.0,0.0
577,2020-05-20,5000,Tripura,-0.0,0.0
578,2020-05-21,5000,Tripura,-1.0,0.0
579,2020-05-22,5000,Tripura,0.0,0.0
580,2020-05-23,5000,Tripura,-0.0,0.0
581,2020-05-24,5000,Tripura,1.0,0.0
582,2020-05-25,5000,Tripura,2.0,0.0
583,2020-05-26,5000,Tripura,-1.0,0.0
584,2020-05-27,5000,Tripura,-0.0,0.0
585,2020-05-28,5000,Tripura,-2.0,0.0
586,2020-05-29,5000,Tripura,0.0,0.0
587,2020-05-30,5000,Tripura,-0.0,0.0
588,2020-05-31,5000,Tripura,1.0,0.0
589,2020-05-13,5000,Meghalaya,1.0,0.0
590,2020-05-14,5000,Meghalaya,-0.0,-0.0
591,2020-05-15,5000,Meghalaya,0.0,0.0
592,2020-05-16,5000,Meghalaya,0.0,0.0
593,2020-05-17,5000,Meghalaya,0.0,0.0
594,2020-05-18,5000,Meghalaya,0.0,0.0
595,2020-05-19,5000,Meghalaya,-0.0,-0.0
596,2020-05-20,5000,Meghalaya,1.0,0.0
597,2020-05-21,5000,Meghalaya,-0.0,-0.0
598,2020-05-22,5000,Meghalaya,0.0,0.0
599,2020-05-23,5000,Meghalaya,0.0,0.0
600,2020-05-24,5000,Meghalaya,0.0,0.0
601,2020-05-25,5000,Meghalaya,0.0,0.0
602,2020-05-26,5000,Meghalaya,-0.0,-0.0
603,2020-05-27,5000,Meghalaya,1.0,0.0
604,2020-05-28,5000,Meghalaya,-0.0,-0.0
605,2020-05-29,5000,Meghalaya,0.0,0.0
606,2020-05-30,5000,Meghalaya,0.0,0.0
607,2020-05-31,5000,Meghalaya,0.0,0.0
608,2020-05-13,5000,Dadar Nagar Haveli,0.0,0.0
609,2020-05-14,5000,Dadar Nagar Haveli,-0.0,0.0
610,2020-05-15,5000,Dadar Nagar Haveli,0.0,-0.0
611,2020-05-16,5000,Dadar Nagar Haveli,0.0,0.0
612,2020-05-17,5000,Dadar Nagar Haveli,0.0,0.0
613,2020-05-18,5000,Dadar Nagar Haveli,0.0,0.0
614,2020-05-19,5000,Dadar Nagar Haveli,0.0,0.0
615,2020-05-20,5000,Dadar Nagar Haveli,0.0,0.0
616,2020-05-21,5000,Dadar Nagar Haveli,-0.0,0.0
617,2020-05-22,5000,Dadar Nagar Haveli,-0.0,-0.0
618,2020-05-23,5000,Dadar Nagar Haveli,0.0,0.0
619,2020-05-24,5000,Dadar Nagar Haveli,0.0,0.0
620,2020-05-25,5000,Dadar Nagar Haveli,0.0,0.0
621,2020-05-26,5000,Dadar Nagar Haveli,0.0,0.0
622,2020-05-27,5000,Dadar Nagar Haveli,0.0,0.0
623,2020-05-28,5000,Dadar Nagar Haveli,-0.0,0.0
624,2020-05-29,5000,Dadar Nagar Haveli,-0.0,-0.0
625,2020-05-30,5000,Dadar Nagar Haveli,0.0,0.0
626,2020-05-31,5000,Dadar Nagar Haveli,0.0,0.0
